id,comment,is_representative
12,【項目名】５．各論点について（１）学習・開発段階エ【著作権者の利益を不当に害することになる場合の具体例について】-（エ）本ただし書に該当し得る上記（ウ）の具体例について（学習のための複製等を防止する技術的な措置が施されている場合等の考え方）に関する意見となります。「そのため、AI 学習のための著作物の複製等を防止する技術的な措置が講じられており、かつ、このような措置が講じられていること等の事実から～～」という項目は、法第 30 の 4 による権利制限を形骸化してしまうものと推察します。例としてデジタルアートを用いますが、mist といった学習阻害技術を用いた上で、著作者によって「この資料は将来販売します」と表明された場合、これは現状の文章を読む限り、権利制限の対象とはならないと推認できます。この項目を変更あるいは削除せずに採用する場合、我が国の AI 学習に多大なる負の影響を及ぼすことが考えられます。現状、AI 系のビッグテックが我が国に拠点を設けてようとしている点については、大抵の学習が合法であることに起因するのではないでしょうか。権利制限の条文が形骸化された暁には、我が国のアドバンテージは失われます。可能ならば、この文言は削除がよいのではないかと考えます。,True
34,５．各論点について（１）学習・開発段階エ 著作権者の利益を不当に害することとなる場合の具体例について（オ）海賊版等の権利侵害複製物を AI 学習のため複製することについて世の中にあるデータが学習しやすいようになっていないのが悪いのであって、権利侵害であっても学習しやすいようになっているものであれば、学習しても問題ないとしてほしい。例えば紙の本を直接読むのは難しいが、スキャンしたものが違法に公開されている海賊版サイトであれば容易に読むことができる。---------------------------------５．各論点について（２）生成・利用段階イ 著作権侵害の有無の考え方について（イ）依拠性の考え方についてプロンプトによる画像生成で、プロンプトの内容で依拠性が否定できる場合があってほしい。例えば「ネコ」と指定して生成した画像が偶然誰かの作品と似ていたとしても「ネコ」で狙ってその画像を出すのは難しいので、その作品を知っていたかどうかを推認するまでもなく依拠性が否定されるというような仕組み。---------------------------------５．各論点について（２）生成・利用段階イ 著作権侵害の有無の考え方について（イ）依拠性の考え方についてマル 2 AI 利用者が既存の著作物を認識していなかったが、AI 学習用データに当該著作物が含まれる場合AI 利用者と開発者は多くの場合は別だし、学習に使う大量のデータを利用者が把握するのは困難なので、学習データに当該著作物が含まれているから依拠性があると判断されると、AI の利用が困難になるので、やめてほしい。何らかの基準を超える大量のデータを扱っていれば依拠性はないと判断してほしい。---------------------------------５．各論点について（２）生成・利用段階ウ 依拠性に関する AI 利用者の主張・立証と学習データについて学習用データに当該著作物が含まれないことを証明するために、学習用データを全て保存しておく必要があるとしたら、AI の開発や運用がとても困難になるだろうから、やめてほしい。何らかの基準を超える大量のデータを扱っていれば依拠性はないと判断してほしい。---------------------------------５．各論点について（２）生成・利用段階カ 差止請求として取り得る措置について「特定のプロンプト入力については、生成をしないといった措置」は過剰な対応がされそうなので推奨しないでほしい。「シネマ」に「シネ」が含まれているので暴言である、のような雑な言葉狩りと似たようなことが起こるのではないか。,False
59,【項目名】５．各論点について（１）学習・開発段階 P15～著作権者の利益を不当に害することとなる場合について P19～P21→（イ）アイデア等が類似するにとどまるものが大量に生成されることについて→P21 の下段注釈 20 アイデア等が類似するにとどまるものが大量に～P20 の(ア)、(イ)、P29 にある「人間が AI を使わずに創作したものについて類似性が争われた既存の判例と同様～」とされる要件に矛盾します。対策としては現法の不正競争防止法（デッドコピー防止・3 年以内）でも注釈に乗せるだけ留めてほしい。更にはこの問題は生成物なので生成・利用段階の問題である。他の注釈でも煩雑で生成 AI 作品を逆差別する表記が見られるので余計な物は整理して頂きたいです。（２）生成・利用段階 P28～著作権侵害の有無の考え方について P28～→（ア）類似性の考え方について P29→P29 の下段注釈 35 表現とアイデアの区別は容易ではなく～生成 AI の登場によって類似性の判定ハードルが下がれば行きつく先は表現規制になるので好ましくない。（ア）類似性の考え方について とも矛盾を生じる元なの判断基準を従来ものと変えるべきではない。６．最後に P37→2 AI 及び関連技術の発展状況現状だと生成 AI への認知不足による炎上で AI 機能の取り下げが続いています。CLIP STUDIO PAINT、アイビスペイント等は AI 機能を使った技術を取り下げました。この傾向は画像（イラスト）界隈で強く見られます。これらの歪んだ反対活動の歯止めとする為にも文化庁の発表は感情論に左右されない毅然としたものである事を願います。→広く国民に対して周知し啓発を図ることが必要であり～AI 技術を複製の様に誤解している反対派も多いので AI 技術（仕組み）や著作権の類似判例の周知は積極的に行ってほしい。また生成 AI か人間かの作品の 2 極判定が行き過ぎているので啓発で防止してほしい。これからは生成 AI の部分利用が増えて AI 作と人間作の境界が更に曖昧になるのは想像に難くない。反対意見の注釈でも生成 AI と判定できる前提の意見が多過ぎます。,False
68,５．各論点について（１）学習・開発段階エ 著作権者の利益を不当に害することとなる場合の具体例について（エ）本ただし書に該当し得る上記（ウ）の具体例について（学習のための複製等を防止する技術的な措置が施されている場合等の考え方）「他方で、AI 学習のための著作物の複製等を防止するための、機械可読な方法による技術的な措置としては、現時点において既に広く行われているものが見受けられる。こうした措置をとることについては、著作権法上、特段の制限は設けられておらず、権利者やウェブサイトの管理者の判断によって自由に行うことが可能である。」とあるが、著作権侵害の被害者となり得る側が対策コストを負わされるべきではない。「著作権者が反対の意思を示していることそれ自体をもって、権利制限規定の対象から除外されると解釈することは困難」とするのではなく、「AI 学習を許可している著作権者からの学習のみを可とする」となるよう法改正すべき。,False
99,５．各論点について（１）学習・開発段階（ア）平成 30 年改正の趣旨AI 開発において個々の許諾を不要とするのは、著作権者の利益に関わらず不当だと考える。検討の前提である平成 30 年改正の趣旨が令和に適していない。,False
100,5.各論点について(1)学習・開発段階「ア 検討の前提」について、そもそも著作物を無断で学習することを禁止にするべきだと思います。具体的には、著作物を学習させるためには本人からの明確な明示が絶対に必要にし、また学習データの開示も義務化することで「エ(オ)」の海賊版の問題にも対処しやすくなり今起きている多くの問題の解決にも繋がると考えています。理由としては意図的であれ、意図しないものであれ著作物を学習している以上著作物に類似するものが生成されることは既に明らかになっており、更に大量生産が可能という点において様々なものが陳腐化し著作者に大きな被害を生むためです。つまり AI 学習されることそのものが「エ」の著作権者の利益を不当に害することになると考えています。そもそも生成 AI は技術のフリーライドであるというのも理由の一つです。(2)生成・利用段階について該当する項目が見つからなかったものの、AI によって生成された生成物については、「AI生成物であることの明示」「どの AI を使用したのかの明記」「部分的に AI を使用した場合はその部分の明記」は義務化されるべきだと考えております。理由は AI 生成物と AI を使用していないものの区別がつかないためです。これらは区別されて然るべきであり、区別されないとディープフェイクやデマに繋がってしまうためです。(3)生成物の著作物性について「イ」について AI による生成物はいかなる加工、試行、加筆、修正をしたとしても著作権は生じないものにするべきだと思います。なぜならば AI による生成物を生成した当人は、例えば絵であれば生成したのは AI であり当人は創作を一切していないためである。また加工や加筆については程度を具体的に定めるのが困難であるため一律著作権が生じないとするのが、前述した技術のフリーライドという考えからも一番丸い案だと思います。現在生成 AI は数え切れないほど悪用されており、著作者に対する嫌がらせやディープフェイクも多く見られます。このままだとそうしたものの増加はもちろん人の技術の低下やクリエイターの減少や廃業が危惧されます。世界的にも大きな問題になっているので今日本が生成 AI への規制を先駆けて行い、声優やイラストレーター、アニメーター、作家など人の技術力と著作物を守ることが大切だと思います。,False
121,まず、３．（３）の技術的な措置について 、「生成物が著作権侵害になる場合があるというリスクについて懸念の声があり、（中略）著作権侵害の防止に資する技術的な措置を導入している事業者もいる。」とあるが、一方で５．（４）にて「学習済みモデルから、学習に用いられたデータを取り除くように、（中略）現状ではその実現可能性に課題があることから、将来的な技術の動向も踏まえて見極める必要がある」としている。これは技術的な措置の導入が実質無意味と認めていることに他ならない。つまり、５．（１）エ（エ）にて「当該データベースの販売市場との競合を生じさせないために講じられていると評価し得る例がある」とあるが、そもそも完全な措置を講ることができない以上、あらゆるデータについて著作物を含む可能性があると判断すべきであり、潜在的販路を阻害する行為に当たると解するべきではないか。また、５．（１）エ（イ）の「作風や画風といったアイデア等が類似するにとどまり、（中略）既存の著作物との関係で著作権侵害とはならない。」とあるが、現時点で発生している問題として、特定のクリエイターの作風を真似て性的なイラストを作成し有料頒布されている事が挙げられる。これは元の著作権者が性的なイラストを描かない場合であって、生成物が性的であることにより学習元著作物の創作的表現と共通しない場合、作風を学習されたことにより本来クリエイターが受注して得られるべき報酬を得られなかったことで損害が発生し得るため、著作権法上の「著作権者の利益を不当に害することとなる場合」に該当すると解するべきではないか。３．（３）において「現存するアーティストの氏名等を指定したプロンプト等による生成指示を拒否する技術。」について、現状、特定の氏名等を入力せず細かく指定したプロンプトにて作風を学習させ、生成したイラストを有償頒布することも可能である。そのため、５．（２）イ（イ）にて「AI 利用者が既存の著作物（その表現内容）を認識していなかったが、（中略）客観的に当該著作物へのアクセスがあったと認められ」とあるが、そもそも当該著作物へのアクセスがなくとも類似する作品の生成が可能であることは留意する必要がある。よって、その後に続く「このような技術的な措置が講じられていること等の事情から、（中略）生成・利用段階において利用されていないと法的に評価できる場合には、AI 利用者において当該評価を基礎づける事情を主張・立証することにより、（中略）依拠性がないと判断される場合はあり得ると考えられる。」については、繰り返しになるが(１)「技術的な措置」は無意味であること(２)当該著作物へのアクセスがなくとも類似する作品の生成が可能の 2 点によって、依拠性がないと判断されるべきではないのではないか。上記に基づくと、５．（２）イ（カ）の「当該データセットから、当該侵害の行為に係る著作物等の廃棄を請求することは可能と考えられる。」について、廃棄を請求しても５．（４）にあるように「現状ではその実現可能性に課題がある」と認めている。また、侵害の予防に必要な措置として挙げられている 2 点についても、そもそも特定のプロンプトがなくとも作品の模倣は可能であり、性善説に立った結果現状の著作権の侵害を許している以上 AI 利用者の善性に期待すべきではないと考えられる。よって予防の措置は個人の努力ではなく、あくまでも法的に強制力のある制限をかけるべきではないか。またここには記載されていなかった問題を挙げたい。（１）AI 利用者がクリエイターを訴える可能性についてこれは、短時間で多くのデータを作成する AI 利用者が AI に特定の作風を複数模倣させ、いずれクリエイターが制作するであろう作品を予め作成しておくことで、実際にクリエイターが作品を発表した段階で AI 利用者が著作権の侵害を受けたとして、クリエイターを訴えることが可能になるというものである。先に述べたように、特定のプロンプトがなくとも特定の作風を真似た類似作品を大量に作成できるため、実際には AI が模倣しているにも関わらず依拠性がないと判断されると、クリエイターが一方的に不利になることが考えられるが、これに対する措置はあるか。,False
184,・意見対象箇所「5.各論点について」＞（１）学習・開発段階＞情報解析に活用できる形で整理したデータベースの著作物の例・意見法第 30 条の 4 による権利制限の対象とならない場合として、「技術的な措置が講じられ」「将来～推認される」という条件になっている点が極めて危険に感じる。まだ存在しない著作物の権利を「推認」で保護することは、今後の学習・開発のみならず、著作物の創作自体に著しい萎縮を生んでしまうのではないか。,False
250,5. (1) エ (エ) の第 3 項目についての意見「他方で、AI 学習のための著作物の複製等を防止するための、機械可読な方法による技術的な措置としては、現時点において既に広く行われているものが見受けられる。こうした措置をとることについては、著作権法上、特段の制限は設けられておらず、権利者やウェブサイトの管理者の判断によって自由に行うことが可能である。」の例として「ウェブサイト内のファイル”robots.txt”への記述によって、AI 学習のための複製を行うクローラによるウェブサイト内へのアクセスを制限する措置」が挙げられているが、robots.txt の設置を行ってもそれ自体に強制力はなく、AI 学習用や検索エンジンのインデックスなど用途を問わず robots.txt を無視するクローラーは多数存在する。したがって、アクセス制限の措置として例に挙げるには効力が乏しい手法ではないか。,False
328,「5.各論点について」の(3)生成物の著作物性についてのイの文中にある、「創作的表現といえるものを具体的に示す詳細な指示は、創作的寄与があると評価される可能性を高める」という部分は、「2.検討の前提について」の(1)にある、「単なる事実やデータにとどまるもの（要件 1 を欠くもの)、(中略)は著作物に該当せず、著作権法の保護対象に含まれない」という部分と矛盾すると感じました。AI による生成物は同一の学習モデルに同一の文言を入力すれば同じように出力されるため、単なる指示の文言であり、どれほど詳細であっても創作的寄与として認められない上、学習元のデータを踏まえた物でしかなく、元のデータの著作権を侵害していると思います。,False
