id,comment,is_representative
487,現状、AI 絵師と呼ばれる者が、他の普通の絵を描く絵師のイラストを簡単に真似させて、しかもそれで収益を得ているという状況があり、明らかに絵師の生活や権利を侵害している。他人の AI イラストで収益を得ることを制限するべきです。そうでないと、イラストレーターが収益を失い、簡単に著作権を侵害され、彼ら彼女らが生きていけなくなり、人権を侵害されることになります。,True
51,元が許可なく集められたイラストの数々であり、そのイラストにはイラストレーターの時間と努力によって培われたもので描かれています。現在の AI を扱う人々のイラストレーターの作品の価値を蔑ろにする行為の数々は人権の侵害に相当するレベルだと思います。またそのような悪感情の解決をしないままで使われる AI はクリエーターは使うだけで信用を失う物になっていると思います。人の尊厳を無視したままの AI は一度使用を制限する必要があるように思えます。,False
163,海外のイラストレーターさんが、他人に勝手に絵柄を AI 学習生成されそれを商用利用されて泣いていました。そのイラストレーターさんは全ての絵を消してしまいました。AI イラストや AI 創作などただの泥棒でありクリエイターの尊厳を破壊するものです。全面禁止してほしいくらいです。人間のクリエイターを守ってください。,False
183,AI 絵の学習の悪用として特定の絵師の絵柄を狙い撃つような学習データーをその絵師の名を付け配布する悪質な嫌がらせが散見します。本人の同意もなく蓄積された長年の技術の価値を陳腐化される様はあまりにも残酷です。この様な状況を放置して AI を使うイコール盗用のイメージのまままともな発展はしていくのだろうか疑問です。クリエイターの権利を侵害しないような法律作りをよろしくお願いします。,False
210,現在、絵を描く全ての地球人が、AI を利用して画像を生成してる人たちから価値も何もかも全てを奪われています。例えば、それぞれの利用規約に違反したセンシティブな絵を AI で作り出し、世の中に出す人。例えば、絵師が描いた絵を勝手に AI に学ばせ、違法に商売をする企業や個人。現状、AI 周りは本当の意味で無法地帯となっています。今の日本のやり方は、著作権など最初から存在していないようなものです。著作権は守られるべきものでは無いと、国が推進してる状態です。今絵を描いてる人達の中で、AI による被害が少ないのは、絵を描くだけで食べていける人たちのみです。AI には著作権は存在しませんが、AI を利用する人々は、我々に著作権があると主張するほどまでになりました。国民に技術を盗ませ、悪用してもらうのが国のやり方なのですか。先日、岸田総理を辱めるような動画がマスメディアで大々的に報道されました。AI を利用する方々は、著作権を侵害し、クリエイター達を貶めるだけではなく、全く関係ない第三者をも辱める始末。即刻 AI には規制が必要であり、画像生成 AI や動画生成する AI、声を扱う AI、人を自由にアニメーションのように動かせる AI を利用した商売は、出来ないようにするべきです。現状、文化庁は現状、AI を利用してる人々が、いとも簡単に赤の他人を辱め、貶め、侮辱できるような状態を改善するべきです。,False
215,2(2)について現状、生成 AI を用いて生成された画像の殆どが、その学習データ元となった画像の著作者に無許可である以上、画像を生成することで何らかの利益を享受することは認められないと考える。前述した利益とは金銭的な利益だけでなく、特定の絵師の作品を集中的に学習させることでその絵師の社会的信用を下げる行為や、その絵師が描く作品そのものの価値を下げる行為も含まれると考える。そして、既に生成 AI によってここに書いた行為が行われている以上、これらの行為が起こらないとは既に言えず、よって生成 AI によって前述した利益を得る行為は全面的に禁止しなければならないと考える。それに伴って、画像生成によって前述した利益を享受しようとした、もしくは享受した人物に対して、著作権者が訴訟を起こせる様に、画像生成 AI の開発側は AI がどのような画像を学習元として画像を生成したのかを全て開示する義務を課す必要があると考える。それによって生成 AI によって利益を享受しようとする行為の抑制を狙うと同時に、著作権者が前述した利益を享受しようとする行為によって受けた被害を泣き寝入りするのではなく、しっかりと訴訟という形で自身の社会的信用や金銭的被害を取り戻す仕組みも必要であると考える。著作権者を無視した形で生成 AI によって画像を生成し、それによって前述した利益を得ようとする行為は将来的に、日本のイラスト業界や写真業界の衰退を急激に進める可能性もあり、日本国内のそういった業界を守ることにも繋がると考える。その為、早急に著作権者を無視した生成 AI を用いて画像を生成することで利益を享受しようとする行為に対して明確に違法であるという指針や法整備を進めていくことが求められるのではないかと考える。,False
229,現状の生成 AI は学習元になった人の財産、利益を盗んで利益を得ています。学習されたものは描いた本人に「無断で」取り込まれたものばかりです。「多大なお金がかかるからできない」から「人の物を盗んできてもいい」にはならないと思います。とても行儀の悪い行いだと思います。出来ないなら進めるべきではないです。現状取り締まる法律がないことを盾にして、本人に無断で行なっています。絵を描く人にとって絵柄は大事な個人を特定する、商売道具です。今現在一番被害を被っているのは努力して高い技術を持っている方々です。その人の心を傷つけ、利益・時間を奪った上、被害を訴えたら批判や殺害予告まで受けている人もいます。技術自体は真っ当な利用方法をすれば万人に受け入れられると思います。ただそのために「人の物を盗む」行為があれば批判があるのは当然です。作者本人はもちろんクリエイターの方々が怒っている理由はそこだと思います。あと生成 AI は学習元をそのまま出しているものもあります。〇〇さんの絵柄だ、タレントのさんだ、一目でわかるものです。AU が利用している AI は任天堂のマリオなどの顔をそのまま出してきます。出してきた物が著作権の侵害として利用者が訴えられても不思議じゃない。「同意のない著作物の学習自体を禁止」まずここから始めないといけないと思います。最初の学習時点で「同意のあるもの」しか学習していなかったらここまで批判はなかったと思います。技術そのものはクリエイターも大いに利用できるものですから。お金や時間がかかるかもしれませんが、学習元さえクリアにすればたくさんの人が安心して利用できる素晴らしいものになると思います。まずは権利元である出版社やクリエイターなどの意見を聞いて欲しいです。利用開発のためにどうしていくべきか、まともな有識者と話し合いをしてもらいたいです。,False
236,『ＡＩを純粋な創作に利用するのではなく、悪意を持って利用し他者に迷惑をかける人を裁けるような法整備をお願い致します。』私はイラストレーター兼、漫画家を生業としてます。私は AI イラストを悪だとは思っておりません。鉛筆と紙で仕事をしていた時代からデジタルに移行し、ベタ塗りも修正も楽になったように、絵を描くという文化において重要な一歩だと考えてます。しかし、X（Twitte）にて AI イラストを用いて特定の作家の絵柄に似せ、その作家に嫌がらせを行い、被害者は病み、加害者は「何が悪いの」風な態度をとられてるポスト（ツイート）が見受けられます。私は、法律や裁判に関する深い知識はありませんが「絵柄には著作権は無い」とよく聞きます。しかしながら AI を用いると、作業者の個性が全く反映されず学習元のイラストに瓜二つの絵柄でイラストを出力することが出来ます。私は経験ありませんが、そのＡＩイラストを用いて嫌がらせを受けた際のショックは計り知れないものだと思います。もしかしたら現状でも優秀な弁護士を雇えば勝てるのかもしれませんが、フリーのイラストレーターは大金を持ってる方が少ないと思います。誹謗中傷の案件のように『ＡＩイラストを用いた嫌がらせ』は訴えれば勝てるという水準まで法整備をして頂きたく存じ上げます。するような一定のガイドラインの制定を望みます。技術的に安易にウォーターマークを外せてしまう問題に関しては、事後に従来の著作権法にて類似性、依拠性を争うものとします。著作権法３０条の４の範囲を超えて学習された成果物を、『公表、商用利用されない権利』の保全を強く望みます。６．最後に殊に海外で日本のアニメゲームなどのイラストが大量に AI 学習され、無断で商用利用されていることにも、国益の保護を目的とした強い対応を望みます。,False
329,絵師様が時間と労力をかけて描いた素晴らしい絵を、AI に学習させ、さらにはそれにより利益を得ようとする行為は決して許されることのない著作権違反だと思います。,False
369,当方ギャラリーを運営しております。生成 AI に関する進化は著しいものがありますが、基本的に制作者個人が自分の作品を読み込ませ利用させる方法以外での利用は明確な機会損失に当たる事や、ギャラリーなどで作品の写真撮影をするお客様が AI への学習材料へと使う懸念があります。これは当方だけではなく、町中にある広告などでも該当するかと思います。複雑な部分はあるかと思いますが、ここを容認することは画像、図像以外に文章やその他媒体でも文化の原動力となるプロの活動が金銭的な面で削れて行く可能性があり、強い規制、あるいは住み分けをしていかない場合は、そのジャンル自体の衰退が起こりえると考えています。慎重に検討し既存の著作者や一次制作者の権利が保護されることを強く要望します。,False
420,「この絵柄が好きだから、この絵描きさんに依頼して絵を描いてもらおう！」という客がいる中で、第三者が絵柄を模倣したり、生成したイラストを不特定多数が見られる場所に置いた場合、客がそっちを頼ってしまうとその絵描きさんが得られるはずだった利益が失われ、営業妨害になります。また高速でイラストが生成される仕様上、イラストの市場にAI イラストが流入すると、いくつかの客は雪崩れ込んで、人力で描いている絵描きさんは放逐されかねません。直に文化が無くなるでしょう。現に、X（旧 Twitter）や DLsite では、AI イラストを載せて収益を得たり、その分人力の絵師さんはランキングから外れてしまって売れ行きが悪くなっています。古代から、美術は芸術家の作風を取り入れて研究して自分で作り上げてを繰り返して発展していきました。しかしそれは、人間が時間をかけて自分だけの芸術を成し得ていくものであって、AI イラストが行なっているのは、大多数を吸ってコラージュして吐き出すという、作品の裏を無視した仕事です。苦労、努力、思いを AI に取って代わられたら、私たちには何も残りません。人間だから苦労するし、人間だから努力するし、人間だから思いを込めているのに、その表面(成果物)を剥ぎ取って弄って作品と言ってしまうのは、人間の人生を盗んでいるのに他なりません。しかし、AI イラストには問題点があるも、それを一概に否定して排斥するのは、技術の否定、それも人間の歴史の否定になってしまいます。AI イラストは悪ではなくただの技術であり、禁止するのは発展に繋がりません。今は絵描きの市場に巣食っている AI イラストですが、どこか別の市場を新たに形成し、絵描き市場に関わらず完全に別居することができることが一番好ましいな、と思います。結論といたしましては、AI イラスト、またはそれを加筆したイラストに置いては、個人利用や不特定多数の人間に認識されない場面においての利用が好ましいと思います。,False
