id,comment,is_representative
114,１．はじめに「著作者・本人（オリジナル）に被害を出さない」AI の使われ方を望みます。単なる趣味や参考にするためだけの個人用のデータ生成なら良いのですが、悪意のある使われ方、偽装行為、なりすましなどが現状かなり目立ちます。５．各論点について（１）学習・開発段階・インターネット上にアップロードされた絵、曲、音声などを無断で学習材料としないこと・漫画、アニメ、ゲームなどの著作物から抽出したデータを勝手に学習材料としないこと・実在人物の声を無断で学習材料にしないこと・実在人物の顔写真を使って偽の写真や動画を作らないことなど、あらゆる媒体において「学習材料は明確に著作者・本人の許可が得られた場合に限る」ようにする。ただし、個人の私的利用については例外でも良いと考える（現状の著作権と同じ扱い）。（２）生成・利用段階学習データの著作者・本人の許可が得られている場合、その許可の下りた範囲まで利用可能。許可のない学習データを使用した場合は、私的利用の範囲まで。（３）生成物の著作物性について学習データの著作者・本人の許可が得られている場合は著作物として認められる。それ以外は認められない。（４）その他の論点について著作権と同様、著作者・本人から申告があった場合は積極的にデータの削除もしくは罰金などの罰を課してほしいです。,True
185,生成 ai による一方的な搾取を規制してください。現在の生成 ai は作者が学習を禁止しているのにも関わらず、無断転載サイトなどを経由して好き放題、餌にしています。そして法的には問題ないの一点張りです。もはや、出力物が既存の作品に似ているかどうかの問題ではありません。この考え方では、より、たくさんの作品を無断学習するほど有利になってしまいます。出力段階と学習段階では分けて考えるべきです。作品を発表すれば、するだけ泥棒に餌を与えてしまうこの現状は余りにも理不尽です。そして、生成 ai により出力したもの堂々と売ってます。もちろん勝手に学習された作家には1 円も入ってきません。これが不当な搾取ではない理由はなんですか？また生成 ai による表現の陳腐化も進んでいます。元は高度な技術を要する人にしか作れなかった作品が ai により大量に学習、出力されたことで、この作風は ai みたい、見飽きたなど、という声も上がっています。これを受け、学習された側は仕方なく表現方法を変えるとします、そしてまたこれを ai に勝手に学習され、必死で身につけた技術が陳腐なものにされるのです。こんな事をされてまた新しい作品を作りたいと思う人がいますか？生成 ai には新しい表現は生み出せません、既存の作品からそのまま貼り付けているだけです。人間のクリエイターがいなくなれば生成 ai は何も生み出せません。求める事はただひとつです。全ての著作物の無断学習の禁止です。そんなに生成 ai が使いたいなら作家ひとりひとりに許可を取り報酬を払った上でユーザも安心して使える、クリーンな ai を 1 から作るべきです。これからの日本の文化を恥ずかしいものにしないで欲しいです。,False
202,５．各論点について（１）学習・開発段階【著作権者の利益を不当に害することとなる場合について】※私はプロを目指して活動しているアマチュアです。主にイラストで活動しているので、画像生成 AI に絞った意見を述べさせていただきます。生成 AI の出力物は学習データへの依存度が高く、最近は学習した画像に酷似したほぼコピーと言えるような出力結果がネット上に共有されるケースが見受けられます。これでは実質的に海賊版と変わらないため、学習データ提供者が一方的に作品を奪われ続ける状態になります。AI の利便性と生産性を考慮すると、ケースバイケースで対応できるような規模ではない数の侵害が発生すると考えられますし、既に発生している可能性が少なくありません。実際に研究目的の学習データが営利サービスに転用されており、現行法が有効に機能しているとは言い難いため、新たに明確な罰則などを設ける必要があると考えます。上記に海賊版と変わらないと記述しましたが、その理由として AI 出力物の多くが（全ての出力物を見たわけではないので“多く”と表現しています）、学習元となったオリジナルの作品と比較して劣化していると感じることが挙げられます。この劣化についてですが、実際に絵を描かない方や、そもそも絵自体に興味が薄い方は気にしないかもしれません。しかし、こうした一見わからない箇所の積み重ねが技術の本質（氷山の本体のような）であり、これらを欠いた AI の出力物では模造品の再生産が繰り返される状態になり、新しい絵は生まれない可能性が高いです。加えて、従来の海賊版よりも類似性が高いものを容易に量産できる点、本物と誤認するような精度で著作権者が望まない消費者が望むような改変を行える点などから、生成 AI の悪用は海賊版よりも深刻です。また、絵を情報伝達手段の一形態と解釈すると、画像生成 AI の出力物は観賞者に対する伝達内容が“ない”のに“ある”かのように誤認させてしまう点も憂慮すべきです。現在の生成 AI は人間のように思考しているわけではないので、学習した絵を単純に画像データとして認識し、その絵に込められた意図までは汲み取れません。結果として、単語がバラバラに組み合わされたような不自然さが出力物の違和感として表面化していると考えます。そして、「整ってはいるけど、なんとなくおかしい」という絵の供給が当たり前になると、絵に対する苦手意識が生まれる恐れや、ひいては絵を見る人間の、絵という分野全体への興味を削いでしまう可能性も危惧されます。では、絵に意図を込められるクリエイターが生成 AI を使えば生産性が向上するのではないかと思われるかもしれませんが、前述したように海賊版まがいの出力物が出る以上、アマチュア目線で見ても現在の生成 AI は危険すぎて使える代物ではないです。安全かどうか分からない材料が混じった料理を食べるようなもので、ましてやそんな危ないものを消費者に提供できるわけがありません。単純な技術面では、出力物に意図を反映させるための修正を繰り返すなら自分で描いた方が早いし正確だと考えます。ですから、クリエイターの立場で考えるなら、レイヤー管理や塗り残しの修正など、絵を描く行為に伴う作業を補助する AI の方が望まれていると思います。これらを踏まえ、単純に作家を AI に置換してしまうと、絵を描く人間も絵を好む人間も減少し、絵を生み出す土壌が失われると思います。アニメーションや漫画など、日本は世界に通用する作品を生産し続けてきましたが、それらを成立させる土台のひとつが絵という表現であり文化です。生成 AI を導入すれば短期的に人的コストを減少させられるかもしれませんが、長期的には絵が成立する文化基盤を破壊し、コンテンツ産業が空洞化して衰退すると考えます。かつて工場排水などによる公害が深刻な被害を招いたように、安全性を欠いた現在の生成AI はデジタル公害とも呼べる問題だと思います。最近は大手企業すら生成 AI を導入して物議を醸していますが、ルール整備がなされない状態での普及は悪用や乱用が加速するため、早急な対策をお願いします。,False
302,著作者に無断で情報を収集し学習する AI を用いて出されたイラストや文章を、データ収集に関わっていない利用者が自由にできるというのは、収集元の著作者に還元される要素が少なく、むしろそうでない人間に利益が集まる構造に思える。私は大学時代に心理学を専攻しており、状況に応じて被験者がどのような感情を抱くか試験紙を用いてデータを収集したが、その際にはデータは研究にしか使わないことや外部に漏らさないことを誓約し、被験者に協力いただいた。しかし、世の中に跋扈している AI イラストや文章はそういった誓約がなく、自由に使われているように感じている。つまり、いくらでも悪用される可能性が高い。そのため、データ収集もそうだが出力した結果をどのように扱うかには慎重になるべきだと進言したい。,False
323,まずは本音と建て前に分かれると思います。建て前は「生成 AI のデーターセット、学習元のデーターは出所が正しく、かつ著作の許可をきちんと取っている問題の無いもの」ですが、それは膨大な手間をかけても使用許可を得られず、偏った一部のデーターしか使い物にならない場合が多いです。かつ成果も低いです。ただし著作の問題は守られると思われます。本音は、パワフルな AI データセットを本気で進めるのであれば、著作は徹底的に無視し「とにかくデーターを集める」のが最良で最短だと考えます。公的には許される行為ではありませんが OpenAI や Midjourney などがそれの有用性を明確に証明しています。現在の Internet において AI 生成のための情報搾取を避けるのは難しいため「AI による生成物が、既存の著作保持者の製作物と類似（生成 AI に許可して無い）、かつ、無許可で商用利用される場合」を取り締まり、AI 生成物を制限するのが良いのではと考えます。ほぼ、既存の著作権法です。理由は、AI 学習は個人でも可能なため避けられないからです。ならば成果物を規制するしかないと考えます。個人的な意見としては、大学や企業へ大規模に資金を投入し生成 AI を含めた AI 技術を可能な限り推し進めて欲しいです。理由は、アメリカが中国へ AI 用高性能ハードウェアの輸出を禁止しているため、今が技術を伸ばすチャンスだからです。著作権も大事ですが技術が大幅に進歩する事を、まず望みます。,False
343,私は本業・趣味ともにクリエイティブ業です。昨今話題の生成 AI について、仕事用途で使うには不審な部分が多く、使いたくないと思っています。今回パブコメという機会をいただけたので意見をお送りいたします。５．各論点について（１）学習・開発段階・データセットへの不審感があります。不当に入手されたデータ（いわゆる漫画村などの海賊サイト）や、児童ポルノ等の非人道的なデータが含まれていると聞きました。間接的に犯罪行為に金銭を渡すことになってしまわないでしょうか。また、adobe、shutterstock 等有名企業も AI に取り組んでいますが、その会社が所持している画像ストックサイトそのものに権利的に不審なデータが多く含まれており、改善されていません。（２）生成・利用段階・「AI の学習方法は人間と同じ。だから問題ない」という意見がありますが、私は「私自身が学習していない情報を出力し、それを自分の作品だと表明したくない」と考えています。万一他者に権利のあるデータを知らずに世の中に出してしまった場合のリスクが高く、責任を負いきれないためです。仮に AI を作成した会社が金銭的補償をしてくれたとしても、ユーザー（クリエイター個人や、企業）の社会的信用度の損失、補償は誰が負うのでしょうか。ユーザーが負わなければいけないなら、わざわざ AI なんて使いません。・検索結果の汚染問題もあります。google 検索で生成 AI のものが混じっていたり（正確な情報を得られない）、写真素材販売サイトに AI と記載せず登録されるなど（クリーンな素材を購入したい）。（３）生成物の著作物性について（４）その他の論点について・そもそも AI ユーザはクリエイターなのでしょうか。これはクリエイターではないと思っています。しいて言うならクリエイターはプログラマ、あるいは AI ソフトウェア自身を指すのではないでしょうか（例：囲碁の AI 等）・現状、AI を想定した法律になっていないと思います。賛成派や反対派、様々な視点から意見を集め、法律の更新がされることに期待しています。今までは反対派の声は届いていなかった印象ですが、今回、広く意見募集をかけてくれたことには感謝しています。・生成 AI と技術史を論じる際に「写真の発明と同じ」という言い方がありますが、どちらかというと「シャインマスカットの種の窃盗」ではないでしょうか。当時の写真家は、例えばモナ・リザを撮影して「私が描いた」とは言わなかったはずです。・正直そもそも生成 AI がなくてもクリエイティブ業で困ることはないです。むしろ消えて欲しい。すみません、本音が出ました。終：技術的には面白いものだとは思っていますが、あまりにも現クリエイターをないがしろにしたり、無断で作品を使用して技術開発するなど、AI ユーザーや開発者に良い印象がまったくもってありません。心情として AI には消えてくれとは思っていますが、現実、出てしまった技術がなくなるとも考えにくいです。せめて現クリエイターに敬意をもって開発・法整備してくれませんか。いずれにせよ、前半で申し上げた通り感情論を抜きにしても仕事では使えません。ご検討宜しくお願い致します。,False
496,現状の生成 AI に対しての普及や開発を促進させようという考えには反対です。データセットの中身に違法なものが見つかったり、特定のクリエイターに対するいやがらせ目的で使われているのも散見されます。クリエイターになりたい人の助けになるという意見も見受けられますが、現状を見ると現在活躍されているクリエイターの方に対して悪い影響の方が大きいと感じます。今使用されている生成 AI のデータセットの中身を精査し、違法なもの、学習許可がないものを取り除き、今後学習データとして取り込む際に学習元への問い合わせと使用時のロイヤリティ支払いが求められる仕組みを作らない限り現在の生成 AI に対する不信感はぬぐえません。,False
501,生成ＡＩに関するサービスやツールを一般個人単位で使えなくする、利用・使用する場合は有償での提供にするなど、気軽に利用できないようになれば乱用及び悪用するユーザーは今より少しは減少するのではないか。個人が簡単に使えなくする方法については、サービス利用毎に個人情報の登録、サービスやツールの利用登録時の身元確認、悪用が確認された場合の追跡方法の確立、生成されたＡＩデータが法に反していた場合のデータ作成者（この場合はＡＩの学習元ではなく実際に生成ＡＩサービスやツールを使用した者）への対応の厳罰化、生成ＡＩサービスやツールの利用理由の申告、ＡＩデータ作成に使用した端末（パソコンやスマートフォンなど）の追跡など、一個人で気軽に利用できない環境に生成ＡＩサービスやツールの開発・提供者などと協力してルール作りに取り組む必要があると思う。創作物の作成に携わって居ない、携わった経験が無い方には理解し難い問題かもしれないが、既存のデータの中から最適解を労せずして抽出したＡＩデータが、生身の人間が必死に創った渾身の作品より優れていることが容易にあってはならないと思う。生成ＡＩは技術の革新であるし、便利なものであるが、だからといって創作を生業にしている者の生命線を簡単に断つような事があってはいけない。,False
604,現在普及している生成ＡＩ群はそのほとんどが学習元のイラスト等の著作権を持つクリエイターの許諾を得ず、またクリエイターへの還元もされない状態で学習が行われています。それをよく思わないのは著作権者であるクリエイター各位のみならず節度とモラルを持って創作物を楽しんでいる消費者側にも「その制作物がＡＩであるかどうか」の判別を強要する物です。また、現在生成ＡＩにより制作された画像が某投稿サイト等に大量に投稿される等があり、甚大な検索汚染が発生しています。この検索汚染は学習元にされたクリエイターへの被害のみならず、インターネットを使用して画像資料を集める場合に「その画像資料が正しい物であるか」の判断をしなければならず、誤った画像資料を引用してしまう場合があります。また、悪質なユーザーによる金稼ぎの手段にもなっており、特定のイラストレーターの絵柄を模倣した画像等を大量に販売する等の行為が横行しており、またこれらはその特定のイラストレーターに対する明確な嫌がらせ行為等も含まれています。私は「イラスト生成ＡＩ」という技術自体は素晴らしい物であるとは思いますが、元々誰かが作った物を学習元として使うのであれば、それは学習元の著作権者に対して適切な許諾を得るべき物であり、双方が納得を得た上で学習元とする必要があり、使用するユーザーも適切な節度、モラルを持って明確なルールを用意する必要があると考えます。要約致します。今現在普及している生成ＡＩは節度とモラルを守っているクリエイター、消費者双方において非常に不愉快かつ有害な存在であり、悪質なコラージュ生成プログラムに過ぎません。,False
717,項目 5(3)について。AI で生成される物は無断で学習したデータを切り貼りしたものがほとんどを占めるのが現状です。それは何度試行を重ねたとしても AI 利用者の思想や感情を表現するものには成り得ず、著作性を認められないものです。,False
